Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values
8,31,1515376914,-2063330436
9,124,-753181388,-1833623174
10,62,478300302,238853333
11,33,-25994832,608267413
12,155,904306389,-1625375898
13,62,751558820,-48044753
14,186,1930902718,-1495011944
15,55,1571282810,2084101555
16,93,-1718740229,1158162962
17,33,-570341811,1157217272
18,33,1165358089,1110023271
19,62,-2016660244,1303351680
20,44,-1119925510,-343571901
21,93,-1494606675,-735792442
22,22,-349588982,1824626554
23,11,2007224718,-654926082
24,44,2107197156,-2133096948
25,93,-804978761,954702587
26,33,-249399934,1261179000
27,44,-325850166,-1618738991
28,33,982480995,-760176238
29,66,1412118596,-652951583
30,44,1923413231,2146510445
31,124,-481144245,-859701301
32,11,1996461253,-1021396843
33,124,2103464525,-1735195112
34,44,-875880574,-2071400694
35,186,1844044923,177239733
36,124,-1210313383,-114384665
37,55,-1287413211,-1332996439
38,55,-748702320,672920964
39,93,-546495809,776833099
40,186,65826319,372138402
41,93,1312723382,38215575
42,155,-1248194345,728771111
43,186,906339673,-1697869167
44,155,890284936,170408358
45,31,-1791721426,1076691029
46,62,-164105059,-712323960
47,62,139959241,-744051027
48,124,919213173,2035189897
49,93,1656601411,702871179
50,62,1824371154,-1966538424
51,155,-628183570,-160165081
52,22,817194249,515552346
53,186,-1015795024,1563874604
54,11,1940019214,-168500723
55,155,1375903628,-1879957936
56,33,1483793743,-207570947
57,62,-1038742271,621268742
58,124,736383150,-2131065237
59,22,1103999009,126388090
60,31,1612185837,1084986275
61,22,-1759543984,1665782119
62,44,-459631131,-443559752
63,55,-1296545627,2003097447
64,155,-1929827355,-475179744
65,66,-415045041,-452996402
66,22,765705902,-481750663
67,93,2051329930,-1711320194
68,33,-1458393893,-511331066
69,93,51829905,-1565940712
70,33,-318778752,45255033
71,155,597784474,-888347555
72,11,910677474,172068405
73,11,-240209459,-1940947852
74,124,-1507599842,-415689415
75,186,-1787324887,-1484807612
76,22,2094051271,437382390
77,33,-1510278420,890315248
78,55,296791683,1277607177
79,66,2112139394,314204310
80,31,2002104701,-394748960
81,44,1181717365,-246094928
82,33,-1845361167,-925610910
83,155,-149043424,1304347688
84,55,-590477620,-1622900949
85,124,-1954315212,1104464908
86,44,1134518583,419498057
87,62,-866642437,612854682
88,31,-1452080308,-1926548589
89,33,-947926275,487777154
90,31,-348706111,897289899
91,11,-2031257038,626027920
92,124,-1241006474,-1836067663
93,31,-1915193807,859339673
94,155,2009798698,-1315392415
95,62,-1119359422,-881235821
96,22,-2065049616,-789008613
97,31,-1050815783,-562366737
98,33,1518174796,-1792133344
99,33,1259479609,1969108210
100,31,549238653,1645621017
101,31,1626816734,653750718
102,66,-1281196933,107088861
103,93,-789061735,632521032
104,155,1433480693,-1863838738
105,55,-2023504111,864487685
106,124,-1480420880,908523621
107,33,-1551515455,-1850381079
108,62,-1035554943,-1938310046
109,186,61130395,1673134778
110,66,1496385363,-1213695733
111,44,1938415116,-1789614242
112,186,1427955740,-2104390828
113,62,1349825812,-159329106
114,124,-568143718,2128097088
115,62,-592675359,1946673268
116,66,1030543529,-1325344210
117,11,912271604,-1314558811
118,186,-1978490475,-618695726
119,186,-275239836,724078400
120,124,1389540946,-452519096
121,44,805961762,831469270
122,44,-248837574,1198948374
123,62,-1624841758,-1190312451
124,55,-726221777,806979868
125,31,-1537691497,-3005344
126,124,-1667756124,-2005223229
127,66,1001875157,393175477
128,11,-1950765779,38637526
129,33,952361668,-23828485
130,124,1431416919,1155275464
131,22,1004609107,-1197417191
132,33,46235873,1522515175
133,93,1351514710,536525636
134,55,-2132090833,-537641072
135,33,-38050438,-938180329
136,186,-1670496313,-2131849727
137,62,-1868312263,-613078105
138,44,1108999777,-1181110333
139,62,1753712298,40283665
140,155,-238882484,-1839954400
141,33,-437085417,-553780504
142,155,561894910,-1782850136
143,124,-811134861,929618101
144,31,607982971,-1220736044
145,66,2090428054,-657672382
146,55,691852434,1349182234
147,186,1695466924,-469248743
148,62,-787897607,-2031102208
149,33,802559617,-766047742
150,44,-1931637073,-743192204
151,62,921410467,1167733687
152,33,1966280101,204976958
153,66,-1339896705,2109958858
154,55,-1845325300,1141030063
155,62,484188786,-679393619
156,31,-507047900,-294792689
157,55,1535964270,1782278352
158,33,-971725870,-2146798630
159,93,-967765402,1696592915
160,124,-1738872564,-188763192
161,186,-87463534,312510259
162,22,-86712433,1733421572
163,22,-2014894057,-1321649560
164,55,-519829047,-533833926
165,93,-1356651149,336052947
166,31,168584328,1932996993
167,124,-1207444756,1889186413
168,22,1749855543,1255963417
169,22,-54386561,-1854235887
170,62,1841040336,887365724
171,186,-1358910928,-902327439
172,66,-129727119,-1201477380
173,155,-771699284,-163280845
174,93,256129940,-957036864
175,186,-1659859691,1230184853
176,93,593628378,210530804
177,186,2121997177,-870219599
178,55,1800299481,-765726478
179,124,239747442,1764576139
180,155,-150958687,-1670946453
181,11,277843153,-1792804934
182,22,-746884933,-106012414
183,22,-1508780613,-1756300251
184,186,1618225700,-148248621
185,62,782836377,-1254268297
186,155,-544007861,328271308
187,186,-491920373,1601291938
188,44,1709925204,-870917167
189,44,157974446,1761885228
190,31,2100050822,-92913832
191,66,-1035855946,-1748245675
192,11,-1901156933,1300484532
193,124,1587262098,1827226527
194,55,-657938448,966902419
195,124,-406403430,417050338
196,62,-555052404,-438035112
197,66,-637313871,1045326403
198,62,-1370271966,1062206957
199,124,440427719,-1203486833
200,186,358023971,-1118966986
201,11,-483640494,1163631602
202,22,1353503694,1238426526
203,66,-1610311408,-1605127341
204,62,-106520358,216290236
205,33,38789858,950593184
206,124,1911706437,1738057106
207,31,1309837410,-1636923878
208,66,-281082910,548487629
209,155,895776676,-833169481
210,66,1991348006,-821626072
211,31,1654945072,-915042336
212,93,1683379823,555772708
213,66,-944721189,628222655
214,11,488548246,-685326207
215,66,-1981983202,1586903754
216,44,226943210,-1050751298
217,31,-592981636,-1614832261
218,124,-741781288,-286078291
219,186,1086241403,-1470659814
220,33,-585771770,1716636275
221,11,1072093075,-1096184752
222,31,742318476,-1080887367
223,66,161457719,418286286
224,33,535523668,82597384
225,124,1926531183,-1437695930
226,186,-1929033269,998164870
227,124,1940918515,1042296733
228,33,1201416807,44593619
229,124,418116997,615121571
230,124,576939106,1297916229
231,44,-1631582828,-360282317
232,62,1979039883,1057923651
233,186,118690388,-1781663914
234,31,1029866192,-433643946
235,33,179724313,-507720387
236,33,-770179573,136994169
237,33,535547011,-494268069
238,155,759881494,-567634575
239,44,1212693823,-967696983
240,55,1166168480,-1131688243
241,55,1850040701,-373370556
242,155,1902592311,1875872016
243,155,-507340048,2085869233
244,62,2076007140,-1175271587
245,124,-64977550,1991942730
246,22,1063261995,1866802374
247,11,-535641641,-1701146814
248,44,887569550,1759146828
249,186,-138826645,1315248431
250,44,1880417677,-1225847459
251,11,-843343273,427659394
252,44,-1692656309,-239401677
253,66,-434635152,719999032
254,66,549815593,-1440075521
255,44,-1439260919,686311845
256,44,-2132483881,1445264926
257,66,-1135290283,-1361304057
258,124,1932767365,1040787102
259,124,-1980810739,-596547713
260,186,1087347744,1466876571
261,55,-938241793,867743791
262,66,-1097525920,-1776199949
263,22,913964003,1669240456
264,186,-136233029,-1464146724
265,186,904369801,1910670629
266,55,1117301640,701034913
267,93,997705939,-1459602738
268,93,1122584598,1732380119
269,124,-1684447834,858620934
270,22,386416714,959973528
271,11,1718892154,-1553153653
272,22,1217970351,-1059271610
273,93,-1000302181,-2005130546
274,22,77424273,-546519421
275,93,-1707532978,457847899
276,62,-1335138862,1975439780
277,66,1320517939,1649774517
278,186,2039681019,-287053203
279,55,-1370555642,-1542424910
280,66,-1676153793,-2116695084
281,33,-137485639,-1564354245
282,44,663013928,220264116
283,11,1604038781,167969902
284,11,-249964175,-107182417
285,66,-432842829,-660879355
286,93,-952658927,-1973293476
287,55,-1268229576,1413002080
288,55,-1020791365,532774967
289,62,407129938,-977356037
290,124,1055287865,931387100
291,22,1137070251,-247035305
292,66,1389237494,1591994877
293,66,-1401460839,1276984495
294,124,1095757042,-1845954403
295,124,643351467,1840071381
296,66,1666066154,73656442
297,62,-1132381899,-366627547
298,33,-1910445790,-1774701291
299,33,-794388870,-115304117
300,22,1601158843,-1722989651
301,155,-1949173577,1327571905
302,186,1426219593,-1239681767
303,124,-1170177420,-1293131324
304,155,857760810,1835724198
305,22,-803140710,-1395184050
306,11,-1504989576,965106393
307,11,-749078716,-1289637918
308,22,-518903553,-1233561505
309,44,1091648575,458759563
310,186,1539448986,760212805
311,93,-677732655,2059280036
312,33,795008968,350129727
313,66,2137275182,319887716
314,124,462301028,951851722
315,124,1387545185,892055782
316,93,-533860872,2008468003
317,155,-430228709,-1646733813
318,22,306193422,363694062
319,11,-623467,177789167
320,124,123606889,1275479856
321,66,-2045905558,-322155290
322,33,2055732517,-136394019
323,124,-1642992700,-1764331976
324,22,732208193,822020168
325,31,1942990832,-1922012055
326,55,1111291842,4750000
327,62,1846664724,1900219658
328,93,1584839303,1747265893
329,33,-723943354,-354595586
330,31,-1681484193,1360563281
331,11,-1463123305,-882751065
332,11,246556862,-149370808
333,186,1177247748,102187239
334,186,959691229,-658339019
335,66,1597795757,-1246291417
336,124,1967243725,1620984596
337,155,351112393,-464145521
338,11,307799969,1780667366
339,62,-1775825433,1530244327
340,33,-471649641,-341330520
341,93,-441289989,-1476729454
342,186,-1048221556,-812781940
343,33,-1484601874,1548368295
344,62,1586609372,-380986823
345,66,-2062145645,-726603995
346,93,-1773517156,-1330255551
347,11,1422537709,314635463
348,11,754925187,-115842316
349,93,1034613069,1912743539
350,22,-684289391,-1010344289
351,155,-96917177,104241127
352,66,1391529124,1321027793
353,93,494434081,-326765781
354,11,918410601,1048750666
355,44,-445483429,1699514822
356,31,-1110793418,651711945
357,33,-1014686946,507644771
358,55,1427727776,745234936
359,33,1671601255,917135391
360,124,-1208668909,-405961791
361,55,2132138780,1790589322
362,31,-639997374,1038513986
363,33,1257766559,-856254182
364,93,151324812,136717975
365,55,1347001825,-560510909
366,186,-443545098,1042427411
367,186,1282061101,1804701064
368,62,129034568,-945791294
369,62,1880360989,-1971698066
370,186,1054067092,-522854724
371,22,645487077,1612592395
372,124,-398421115,-1436615849
373,22,415805459,-1623716611
374,66,1884090798,1397066429
375,66,1046777897,-99787402
376,155,888120168,-783243909
377,11,1055508974,-1580067653
378,44,863543199,1012148754
379,44,-733374547,1016058622
380,22,-93523989,-1441533223
381,186,-1520379631,1680912819
382,93,-1250796769,959402702
383,186,-2107166709,1951210999
384,155,-253212436,-846405831
385,44,381561681,685846500
386,66,-9859606,-1825071869
387,124,-743192209,-1425557812
388,93,-2119438216,-185146451
389,155,605334907,408474910
390,11,1172872786,1116816941
391,44,1640741192,1952134510
392,44,1864944378,1376748734
393,155,-473382002,1172315391
394,31,-738946837,365657737
395,33,-1018196278,-1371303082
396,155,863571926,76409632
397,62,1001814397,-70672696
398,11,1153387802,-1228254896
399,33,-1860665512,-72951344
400,11,713725325,-2104804006
401,44,1763058829,-61706470
402,186,642046161,465238359
403,55,1312254033,-383031044
404,66,1613524643,-29616572
405,186,1393810396,743543443
406,186,910616794,-590631572
407,31,491654785,-457110033
408,62,-681411376,1455350614
409,31,-1970066529,1311760265
410,155,-1297520195,-322014089
411,66,-703058822,331795288
412,33,-497388333,1816063408
413,22,1606094870,272264365
414,55,-1807090730,398389511
415,55,2020996100,-298886589
416,93,1506686679,-797372686
417,55,-780028510,-48929995
418,22,189906216,10306467
419,55,-1690772969,847836440
420,22,207325165,-321879031
421,62,-1005908658,-2110417450
422,124,984235682,-429541078
423,66,-663738689,-1943404977
424,66,-1136117851,-1156683659
425,22,198316146,672362474
426,31,1224680791,956691936
427,66,-810695086,-2104123296
428,44,1073301703,-1970928866
429,124,-352358534,1702944480
430,66,1066379180,864825434
431,33,1270702429,1746815737
432,66,1824602848,1818850842
433,66,343618113,-341631463
434,155,1999553803,1048939221
435,155,-1934759638,-1426010593
436,33,-1830381517,-1269996238
437,155,-1392081324,-2070271699
438,93,1085302688,676646924
439,44,1101584762,1080718756
440,124,-449987284,-1560459181
441,22,-1024690072,789203068
442,44,-1635349621,1793546233
443,155,-414207221,1820819345
444,124,-802232387,-1193854137
445,66,-2093485900,2144284960
446,186,-37544227,367853535
447,11,2099597173,-2018190063
448,22,1624655666,577539196
449,31,836993782,-1353391042
450,11,48433973,344786709
451,155,-1799059093,-405884687
452,93,-907973721,-963205693
453,11,-68806937,-1795827564
454,22,1585140297,1179003311
455,44,-220492602,-324413471
456,55,-27037150,621594825
457,11,-1612480319,1538626097
458,124,898739761,-2133018883
459,155,-242030450,721651142
460,186,1579924949,869754288
461,11,-1008030903,-532945781
462,186,632889715,949958150
463,22,137025769,-1764007495
464,11,2120843367,-1900409139
465,55,676160502,-1329841902
466,44,-2060032983,-1479245115
467,62,-1715100230,-2107524336
468,186,1703519483,1218030943
469,33,691448886,706661663
470,31,323665536,-1405327046
471,155,678760023,193077301
472,33,565244439,-764388776
473,22,93059438,1679247651
474,11,2102808656,196135919
475,44,-572745455,427733665
476,31,-1322142009,766651154
477,55,-680477588,1684994560
478,124,-468748920,2136920658
479,62,2095646691,-1376905463
480,155,1201731139,1559101022
481,11,1626002678,-169893007
482,44,1398150429,452655872
483,44,-372699596,-1248335743
484,31,-170175726,1954428102
485,33,-1235171428,-1981632748
486,62,-1527622689,-763695927
487,55,-2050547341,68164627
488,22,-392365344,-992951227
489,155,441759431,290122459
490,55,322105152,-63690912
491,22,-496307313,-1806036782
492,31,-414958701,-1292388244
493,186,389423177,-1190480837
494,62,-2077038655,1170366887
495,155,1480325887,-2014724272
496,186,-1449354170,1633005448
497,11,1495215632,371587350
498,62,-983152480,-1351317468
499,31,-43060388,103881753
500,33,1803890447,-2090668940
501,55,959722095,-813511998
502,31,-1962214950,-2116322973
503,66,-265771816,1714210712
504,44,-1105078075,-1999700054
505,11,-1148547322,695054574
506,22,-1885331326,-804023081
507,31,-317999158,-328051763
508,33,1767794393,49782010
509,66,930623655,820782443
510,93,-5553642,946863624
511,66,1321046583,446270016
512,66,458496238,1358418961
513,22,105331959,-2001040335
514,93,1711255305,536348676
515,124,63691007,-1020404226
516,155,-1016944952,-349610560
517,62,828226778,-1156672920
518,124,1423421584,602803783
519,93,998064945,287982196
520,155,10941172,-1178687717
521,93,1362020641,1573192699
522,11,-55665908,1175479047
523,31,1722470934,845600989
524,155,-1390695664,-1696086954
525,44,-36246289,-705441036
526,22,-1143238242,-1590129273
527,11,2048529120,-501766988
528,11,1424250299,2005149770
529,11,1378629994,-818699833
530,155,-1483722598,-1641091384
531,11,-705688061,-1035341019
532,66,820447307,1321487299
533,62,-919842124,-301695781
534,31,1589204053,1777926220
535,124,1047691439,56817159
536,44,365572269,-1317168982
537,31,-1240638249,-1292160038
538,66,253563713,-169191096
539,124,-1180614386,2075230885
540,11,-1711241198,2114590257
541,93,1215756339,1553074897
542,62,-1099449289,1324162083
543,124,-547844418,1260404364
544,44,773428781,1877459816
545,55,-223922459,125682429
546,66,860639473,-1146886701
547,33,-217801849,-1557341621
548,66,1921446436,873144778
549,55,-972901160,-374578963
550,66,1176377332,-873931969
551,31,1696527073,218315661
552,124,1396459446,1847740616
553,31,1866877306,-836907861
554,55,214201778,-2104189450
555,22,1199496028,1843980339
556,55,-321735256,-410502671
557,155,1594085542,-465463892
558,31,-43526442,2147178886
559,33,-1868596140,-356211162
560,62,-1513612930,1632521557
561,44,-317385864,1480475854
562,66,-1803969044,574727251
563,22,1910767435,206514263
564,55,1742595236,1332082524
565,186,-353535926,-144763719
566,93,-408330362,709554011
567,31,-92622539,-1166218772
568,66,487704456,-1205095006
569,124,-1690660494,-443711843
570,11,-1446591615,-87162378
571,155,1768614530,1520631731
572,62,674754134,-75701911
573,186,-940470415,-869395869
574,124,223561658,-1908489607
575,55,1774138552,-1714753196
576,11,-1061989041,-1158794999
577,22,-250547354,703855965
578,124,-483053474,201350419
579,155,-853976388,-72623761
580,62,-1796196099,1367736479
581,31,1130205970,612024557
582,11,-2035093809,-340087471
